dzlabel,dzcode,lalabel,rank,vigintile,pconlabel
Lossiemouth West - 03,S01011138,Moray,,7,Moray
Lossiemouth West - 04,S01011139,Moray,,20,Moray
Lossiemouth West - 05,S01011140,Moray,,8,Moray
Lossiemouth West - 06,S01011141,Moray,,8,Moray
"Burghead, Roseisle and Laich - 01",S01011142,Moray,,17,Moray
"Burghead, Roseisle and Laich - 02",S01011143,Moray,,19,Moray
"Burghead, Roseisle and Laich - 03",S01011144,Moray,,16,Moray
"Burghead, Roseisle and Laich - 04",S01011145,Moray,,16,Moray
"Burghead, Roseisle and Laich - 05",S01011146,Moray,,10,Moray
"Burghead, Roseisle and Laich - 06",S01011147,Moray,,15,Moray
"Findhorn, Kinloss and Pluscarden Valley - 01",S01011148,Moray,,11,Moray
"Findhorn, Kinloss and Pluscarden Valley - 02",S01011149,Moray,,16,Moray
"Findhorn, Kinloss and Pluscarden Valley - 03",S01011150,Moray,,13,Moray
"Findhorn, Kinloss and Pluscarden Valley - 04",S01011151,Moray,,14,Moray
"Findhorn, Kinloss and Pluscarden Valley - 05",S01011152,Moray,,14,Moray
Forres Central East and seaward - 01,S01011153,Moray,,10,Moray
Forres Central East and seaward - 02,S01011154,Moray,,4,Moray
Forres Central East and seaward - 03,S01011155,Moray,,9,Moray
Forres Central East and seaward - 04,S01011156,Moray,,18,Moray
Forres Central East and seaward - 05,S01011157,Moray,,19,Moray
Forres Central East and seaward - 06,S01011158,Moray,,20,Moray
Forres South West and Mannachie - 01,S01011159,Moray,,6,Moray
Forres South West and Mannachie - 02,S01011160,Moray,,12,Moray
Forres South West and Mannachie - 03,S01011161,Moray,,8,Moray
Forres South West and Mannachie - 04,S01011162,Moray,,6,Moray
Forres South West and Mannachie - 05,S01011163,Moray,,9,Moray
Forres South West and Mannachie - 06,S01011164,Moray,,9,Moray
Forres South West and Mannachie - 07,S01011165,Moray,,5,Moray
Forres South West and Mannachie - 08,S01011166,Moray,,17,Moray
"Rafford, Dallas, Dyke to Dava - 01",S01011167,Moray,,15,Moray
"Rafford, Dallas, Dyke to Dava - 02",S01011168,Moray,,11,Moray
"Rafford, Dallas, Dyke to Dava - 03",S01011169,Moray,,15,Moray
"Rafford, Dallas, Dyke to Dava - 04",S01011170,Moray,,11,Moray
Arran - 01,S01011171,North Ayrshire,,13,Cunninghame North
Arran - 02,S01011172,North Ayrshire,,10,Cunninghame North
Arran - 03,S01011173,North Ayrshire,,15,Cunninghame North
Arran - 04,S01011174,North Ayrshire,,12,Cunninghame North
Arran - 05,S01011175,North Ayrshire,,11,Cunninghame North
Arran - 06,S01011176,North Ayrshire,,16,Cunninghame North
Arran - 07,S01011177,North Ayrshire,,16,Cunninghame North
Springside and Rural - 01,S01011178,North Ayrshire,,8,Cunninghame South
Springside and Rural - 02,S01011179,North Ayrshire,,5,Cunninghame South
Springside and Rural - 03,S01011180,North Ayrshire,,2,Cunninghame South
Springside and Rural - 04,S01011181,North Ayrshire,,15,Cunninghame South
Springside and Rural - 05,S01011182,North Ayrshire,,10,Cunninghame South
Irvine Tarryholme - 01,S01011183,North Ayrshire,,8,Cunninghame South
Irvine Tarryholme - 02,S01011184,North Ayrshire,,18,Cunninghame South
Irvine Tarryholme - 03,S01011185,North Ayrshire,,14,Cunninghame South
Irvine Tarryholme - 04,S01011186,North Ayrshire,,6,Cunninghame South
Dreghorn - 01,S01011187,North Ayrshire,,16,Cunninghame South
Dreghorn - 02,S01011188,North Ayrshire,,7,Cunninghame South
Dreghorn - 03,S01011189,North Ayrshire,,9,Cunninghame South
Dreghorn - 04,S01011190,North Ayrshire,,5,Cunninghame South
Irvine Broomlands - 01,S01011192,North Ayrshire,,6,Cunninghame South
Irvine Broomlands - 02,S01011193,North Ayrshire,,3,Cunninghame South
Irvine Bourtreehill - 01,S01011196,North Ayrshire,,1,Cunninghame South
Irvine Bourtreehill - 02,S01011197,North Ayrshire,,4,Cunninghame South
Irvine Girdle Toll and Staneca - 01,S01011199,North Ayrshire,,5,Cunninghame South
Irvine Girdle Toll and Staneca - 02,S01011200,North Ayrshire,,7,Cunninghame South
Irvine Girdle Toll and Staneca - 03,S01011201,North Ayrshire,,10,Cunninghame South
Irvine Girdle Toll and Staneca - 04,S01011202,North Ayrshire,,5,Cunninghame South
Irvine Girdle Toll and Staneca - 05,S01011203,North Ayrshire,,8,Cunninghame South
Irvine Girdle Toll and Staneca - 06,S01011204,North Ayrshire,,16,Cunninghame South
Irvine Perceton and Lawthorn - 01,S01011205,North Ayrshire,,16,Cunninghame South
Irvine Perceton and Lawthorn - 02,S01011206,North Ayrshire,,13,Cunninghame South
Irvine Perceton and Lawthorn - 03,S01011207,North Ayrshire,,7,Cunninghame South
Irvine Perceton and Lawthorn - 04,S01011208,North Ayrshire,,17,Cunninghame South
Irvine Perceton and Lawthorn - 05,S01011209,North Ayrshire,,5,Cunninghame South
Irvine Perceton and Lawthorn - 06,S01011210,North Ayrshire,,11,Cunninghame South
Irvine Perceton and Lawthorn - 07,S01011211,North Ayrshire,,13,Cunninghame South
Irvine Castlepark North - 02,S01011213,North Ayrshire,,3,Cunninghame South
Irvine Castlepark North - 03,S01011214,North Ayrshire,,2,Cunninghame South
Irvine Castlepark North - 04,S01011215,North Ayrshire,,3,Cunninghame South
Irvine Castlepark North - 05,S01011216,North Ayrshire,,2,Cunninghame South
Irvine Castlepark South - 01,S01011217,North Ayrshire,,2,Cunninghame South
Irvine Castlepark South - 04,S01011220,North Ayrshire,,2,Cunninghame South
Irvine East - 01,S01011221,North Ayrshire,,4,Cunninghame South
Irvine East - 02,S01011222,North Ayrshire,,5,Cunninghame South
Irvine East - 03,S01011223,North Ayrshire,,8,Cunninghame South
Irvine East - 04,S01011224,North Ayrshire,,3,Cunninghame South
Irvine Central - 02,S01011226,North Ayrshire,,12,Cunninghame South
Irvine Central - 03,S01011227,North Ayrshire,,1,Cunninghame South
Irvine Central - 04,S01011228,North Ayrshire,,4,Cunninghame South
Irvine Fullarton - 01,S01011229,North Ayrshire,,2,Cunninghame South
Irvine Fullarton - 03,S01011231,North Ayrshire,,1,Cunninghame South
Irvine Fullarton - 04,S01011232,North Ayrshire,,1,Cunninghame South
Stevenston Ardeer - 01,S01011233,North Ayrshire,,10,Cunninghame South
Stevenston Ardeer - 02,S01011234,North Ayrshire,,2,Cunninghame South
Stevenston Ardeer - 03,S01011235,North Ayrshire,,1,Cunninghame South
Stevenston Ardeer - 04,S01011236,North Ayrshire,,4,Cunninghame South
Saltcoats Central - 01,S01011237,North Ayrshire,,4,Cunninghame North
Saltcoats Central - 02,S01011238,North Ayrshire,,1,Cunninghame North
Saltcoats Central - 03,S01011239,North Ayrshire,,1,Cunninghame North
Saltcoats Central - 04,S01011240,North Ayrshire,,1,Cunninghame North
Saltcoats Central - 05,S01011241,North Ayrshire,,4,Cunninghame North
Ardrossan Central - 01,S01011242,North Ayrshire,,4,Cunninghame North
Ardrossan Central - 02,S01011243,North Ayrshire,,1,Cunninghame North
Ardrossan Central - 03,S01011244,North Ayrshire,,1,Cunninghame North
Ardrossan Central - 04,S01011245,North Ayrshire,,2,Cunninghame North
Ardrossan North West - 01,S01011246,North Ayrshire,,8,Cunninghame North
Ardrossan North West - 02,S01011247,North Ayrshire,,13,Cunninghame North
Ardrossan North West - 03,S01011248,North Ayrshire,,11,Cunninghame North
Ardrossan North West - 04,S01011249,North Ayrshire,,16,Cunninghame North
Ardrossan North East - 01,S01011250,North Ayrshire,,3,Cunninghame North
Ardrossan North East - 02,S01011251,North Ayrshire,,5,Cunninghame North
Ardrossan North East - 04,S01011253,North Ayrshire,,3,Cunninghame North
Ardrossan North East - 05,S01011254,North Ayrshire,,17,Cunninghame North
Saltcoats North West - 01,S01011255,North Ayrshire,,18,Cunninghame North
Saltcoats North West - 04,S01011258,North Ayrshire,,13,Cunninghame North
Saltcoats North West - 05,S01011259,North Ayrshire,,6,Cunninghame North
Saltcoats North West - 06,S01011260,North Ayrshire,,10,Cunninghame North
Saltcoats North East - 01,S01011261,North Ayrshire,,2,Cunninghame North
Saltcoats North East - 02,S01011262,North Ayrshire,,6,Cunninghame North
Saltcoats North East - 03,S01011263,North Ayrshire,,10,Cunninghame North
Saltcoats North East - 05,S01011265,North Ayrshire,,4,Cunninghame North
Saltcoats North East - 06,S01011266,North Ayrshire,,5,Cunninghame North
Stevenston North West - 01,S01011267,North Ayrshire,,9,Cunninghame South
Stevenston North West - 04,S01011270,North Ayrshire,,2,Cunninghame South
Stevenston North West - 05,S01011271,North Ayrshire,,4,Cunninghame South
Stevenston Hayocks - 01,S01011272,North Ayrshire,,2,Cunninghame South
Stevenston Hayocks - 03,S01011274,North Ayrshire,,3,Cunninghame South
Stevenston Hayocks - 05,S01011276,North Ayrshire,,5,Cunninghame South
Kilwinning Whitehirst Park and Woodside - 01,S01011277,North Ayrshire,,14,Cunninghame South
Kilwinning Whitehirst Park and Woodside - 02,S01011278,North Ayrshire,,14,Cunninghame South
Kilwinning Whitehirst Park and Woodside - 03,S01011279,North Ayrshire,,10,Cunninghame South
Kilwinning Whitehirst Park and Woodside - 04,S01011280,North Ayrshire,,16,Cunninghame South
Kilwinning Whitehirst Park and Woodside - 05,S01011281,North Ayrshire,,14,Cunninghame South
Kilwinning Whitehirst Park and Woodside - 06,S01011282,North Ayrshire,,14,Cunninghame South
Kilwinning Whitehirst Park and Woodside - 07,S01011283,North Ayrshire,,18,Cunninghame South
Kilwinning Whitehirst Park and Woodside - 08,S01011284,North Ayrshire,,18,Cunninghame South
Kilwinning Pennyburn - 01,S01011285,North Ayrshire,,3,Cunninghame South
Kilwinning Pennyburn - 03,S01011287,North Ayrshire,,3,Cunninghame South
Kilwinning Pennyburn - 04,S01011288,North Ayrshire,,5,Cunninghame South
Kilwinning West and Blacklands - 01,S01011289,North Ayrshire,,4,Cunninghame South
Kilwinning West and Blacklands - 02,S01011290,North Ayrshire,,2,Cunninghame South
Kilwinning West and Blacklands - 03,S01011291,North Ayrshire,,4,Cunninghame South
Kilwinning West and Blacklands - 04,S01011292,North Ayrshire,,2,Cunninghame South
Kilwinning West and Blacklands - 05,S01011293,North Ayrshire,,4,Cunninghame South
Kilwinning Central and North - 01,S01011294,North Ayrshire,,2,Cunninghame South
Kilwinning Central and North - 02,S01011295,North Ayrshire,,12,Cunninghame South
Kilwinning Central and North - 03,S01011296,North Ayrshire,,5,Cunninghame South
Kilwinning Central and North - 04,S01011297,North Ayrshire,,4,Cunninghame South
Kilwinning Central and North - 05,S01011298,North Ayrshire,,4,Cunninghame South
Dalry East and Rural - 01,S01011299,North Ayrshire,,15,Cunninghame North
Dalry East and Rural - 02,S01011300,North Ayrshire,,3,Cunninghame North
Dalry East and Rural - 03,S01011301,North Ayrshire,,15,Cunninghame North
Dalry East and Rural - 04,S01011302,North Ayrshire,,1,Cunninghame North
Dalry West - 01,S01011303,North Ayrshire,,14,Cunninghame North
Dalry West - 02,S01011304,North Ayrshire,,2,Cunninghame North
Dalry West - 03,S01011305,North Ayrshire,,7,Cunninghame North
Dalry West - 04,S01011306,North Ayrshire,,3,Cunninghame North
Fairlie and Rural - 01,S01011307,North Ayrshire,,11,Cunninghame South
Fairlie and Rural - 02,S01011308,North Ayrshire,,14,Cunninghame North
Fairlie and Rural - 03,S01011309,North Ayrshire,,17,Cunninghame North
Fairlie and Rural - 04,S01011310,North Ayrshire,,8,Cunninghame North
West Kilbride and Seamill - 01,S01011311,North Ayrshire,,15,Cunninghame North
West Kilbride and Seamill - 02,S01011312,North Ayrshire,,18,Cunninghame North
West Kilbride and Seamill - 03,S01011313,North Ayrshire,,9,Cunninghame North
West Kilbride and Seamill - 04,S01011314,North Ayrshire,,12,Cunninghame North
West Kilbride and Seamill - 05,S01011315,North Ayrshire,,9,Cunninghame North
West Kilbride and Seamill - 06,S01011316,North Ayrshire,,5,Cunninghame North
Largs South - 01,S01011317,North Ayrshire,,17,Cunninghame North
Largs South - 02,S01011318,North Ayrshire,,13,Cunninghame North
Largs South - 03,S01011319,North Ayrshire,,19,Cunninghame North
Largs South - 04,S01011320,North Ayrshire,,8,Cunninghame North
Largs South - 05,S01011321,North Ayrshire,,15,Cunninghame North
Largs Central and Cumbrae - 01,S01011322,North Ayrshire,,13,Cunninghame North
Largs Central and Cumbrae - 02,S01011323,North Ayrshire,,8,Cunninghame North
Largs Central and Cumbrae - 03,S01011324,North Ayrshire,,9,Cunninghame North
Largs Central and Cumbrae - 04,S01011325,North Ayrshire,,3,Cunninghame North
Largs Central and Cumbrae - 05,S01011326,North Ayrshire,,4,Cunninghame North
Largs Central and Cumbrae - 06,S01011327,North Ayrshire,,3,Cunninghame North
Largs Central and Cumbrae - 07,S01011328,North Ayrshire,,9,Cunninghame North
Largs North - 01,S01011329,North Ayrshire,,11,Cunninghame North
Largs North - 02,S01011330,North Ayrshire,,18,Cunninghame North
Largs North - 03,S01011331,North Ayrshire,,17,Cunninghame North
Largs North - 04,S01011332,North Ayrshire,,18,Cunninghame North
Largs North - 05,S01011333,North Ayrshire,,18,Cunninghame North
Skelmorlie and Rural - 01,S01011334,North Ayrshire,,10,Cunninghame North
Skelmorlie and Rural - 02,S01011335,North Ayrshire,,15,Cunninghame North
Skelmorlie and Rural - 03,S01011336,North Ayrshire,,10,Cunninghame North
Skelmorlie and Rural - 04,S01011337,North Ayrshire,,17,Cunninghame North
Kilbirnie North - 01,S01011338,North Ayrshire,,8,Cunninghame North
Kilbirnie North - 04,S01011341,North Ayrshire,,5,Cunninghame North
Kilbirnie North - 05,S01011342,North Ayrshire,,12,Cunninghame North
Kilbirnie South and Longbar - 01,S01011343,North Ayrshire,,3,Cunninghame North
Kilbirnie South and Longbar - 02,S01011344,North Ayrshire,,3,Cunninghame North
Kilbirnie South and Longbar - 04,S01011346,North Ayrshire,,5,Cunninghame North
Kilbirnie South and Longbar - 05,S01011347,North Ayrshire,,5,Cunninghame North
Beith West - 01,S01011348,North Ayrshire,,4,Cunninghame North
Beith West - 02,S01011349,North Ayrshire,,17,Cunninghame North
Beith West - 03,S01011350,North Ayrshire,,19,Cunninghame North
Beith West - 04,S01011351,North Ayrshire,,3,Cunninghame North
Beith East and Rural - 01,S01011352,North Ayrshire,,8,Cunninghame North
Beith East and Rural - 02,S01011353,North Ayrshire,,8,Cunninghame North
Beith East and Rural - 03,S01011354,North Ayrshire,,14,Cunninghame North
Beith East and Rural - 04,S01011355,North Ayrshire,,11,Cunninghame North
Beith East and Rural - 05,S01011356,North Ayrshire,,12,Cunninghame North
Overtown - 01,S01011357,North Lanarkshire,,10,Motherwell and Wishaw
Overtown - 02,S01011358,North Lanarkshire,,17,Motherwell and Wishaw
Overtown - 03,S01011359,North Lanarkshire,,6,Motherwell and Wishaw
Overtown - 06,S01011362,North Lanarkshire,,16,Motherwell and Wishaw
Netherton and Kirkhill - 01,S01011363,North Lanarkshire,,5,Motherwell and Wishaw
Netherton and Kirkhill - 02,S01011364,North Lanarkshire,,12,Motherwell and Wishaw
Netherton and Kirkhill - 03,S01011365,North Lanarkshire,,18,Motherwell and Wishaw
Netherton and Kirkhill - 04,S01011366,North Lanarkshire,,4,Motherwell and Wishaw
Netherton and Kirkhill - 05,S01011367,North Lanarkshire,,6,Motherwell and Wishaw
Muirhouse - 01,S01011368,North Lanarkshire,,18,Motherwell and Wishaw
Muirhouse - 02,S01011369,North Lanarkshire,,6,Motherwell and Wishaw
Muirhouse - 03,S01011370,North Lanarkshire,,13,Motherwell and Wishaw
Muirhouse and Knowetop - 01,S01011373,North Lanarkshire,,2,Motherwell and Wishaw
Muirhouse and Knowetop - 02,S01011374,North Lanarkshire,,14,Motherwell and Wishaw
Muirhouse and Knowetop - 03,S01011375,North Lanarkshire,,8,Motherwell and Wishaw
Muirhouse and Knowetop - 05,S01011377,North Lanarkshire,,20,Motherwell and Wishaw
Muirhouse and Knowetop - 06,S01011378,North Lanarkshire,,12,Motherwell and Wishaw
Muirhouse and Knowetop - 07,S01011379,North Lanarkshire,,18,Motherwell and Wishaw
Muirhouse and Knowetop - 08,S01011380,North Lanarkshire,,8,Motherwell and Wishaw
Muirhouse and Knowetop - 09,S01011381,North Lanarkshire,,10,Motherwell and Wishaw
Craigneuk Wishaw - 01,S01011382,North Lanarkshire,,7,Motherwell and Wishaw
Craigneuk Wishaw - 04,S01011385,North Lanarkshire,,1,Motherwell and Wishaw
Craigneuk Wishaw - 06,S01011387,North Lanarkshire,,1,Motherwell and Wishaw
Pather - 01,S01011388,North Lanarkshire,,11,Motherwell and Wishaw
Pather - 02,S01011389,North Lanarkshire,,4,Motherwell and Wishaw
Pather - 03,S01011390,North Lanarkshire,,4,Motherwell and Wishaw
Pather - 05,S01011392,North Lanarkshire,,3,Motherwell and Wishaw
Wishaw South - 01,S01011393,North Lanarkshire,,7,Motherwell and Wishaw
Wishaw South - 03,S01011395,North Lanarkshire,,3,Motherwell and Wishaw
Wishaw South - 04,S01011396,North Lanarkshire,,3,Motherwell and Wishaw
Wishaw South - 05,S01011397,North Lanarkshire,,3,Motherwell and Wishaw
Wishaw South - 06,S01011398,North Lanarkshire,,1,Motherwell and Wishaw
Wishaw South - 07,S01011399,North Lanarkshire,,3,Motherwell and Wishaw
Wishaw North - 01,S01011400,North Lanarkshire,,7,Motherwell and Wishaw
Wishaw North - 02,S01011401,North Lanarkshire,,8,Motherwell and Wishaw
Wishaw North - 03,S01011402,North Lanarkshire,,9,Motherwell and Wishaw
Wishaw North - 05,S01011404,North Lanarkshire,,3,Motherwell and Wishaw
Wishaw North - 06,S01011405,North Lanarkshire,,6,Motherwell and Wishaw
Wishaw North - 07,S01011406,North Lanarkshire,,8,Motherwell and Wishaw
Wishaw North - 08,S01011407,North Lanarkshire,,10,Motherwell and Wishaw
Coltness - 01,S01011408,North Lanarkshire,,5,Motherwell and Wishaw
Coltness - 02,S01011409,North Lanarkshire,,2,Motherwell and Wishaw
Coltness - 03,S01011410,North Lanarkshire,,6,Motherwell and Wishaw
Coltness - 04,S01011411,North Lanarkshire,,7,Motherwell and Wishaw
Coltness - 05,S01011412,North Lanarkshire,,16,Motherwell and Wishaw
Wishaw East - 01,S01011413,North Lanarkshire,,16,Motherwell and Wishaw
Wishaw East - 02,S01011414,North Lanarkshire,,7,Motherwell and Wishaw
Wishaw East - 03,S01011415,North Lanarkshire,,9,Motherwell and Wishaw
Newmains - 01,S01011417,North Lanarkshire,,7,Motherwell and Wishaw
Newmains - 02,S01011418,North Lanarkshire,,3,Motherwell and Wishaw
Newmains - 05,S01011421,North Lanarkshire,,8,Motherwell and Wishaw
Newmains - 06,S01011422,North Lanarkshire,,4,Motherwell and Wishaw
Newmains - 07,S01011423,North Lanarkshire,,1,Motherwell and Wishaw
Newmains - 08,S01011424,North Lanarkshire,,6,Motherwell and Wishaw
